auto_id;id_csv;id;devEui;temperature;humidity;pressure;pm1_0;pm2_5;pm10;so2;o3;co;no2;noise_level;createdDateTime;pm2_5_aqi;pm10_aqi;so2_aqi;o3_aqi;co_aqi;no2_aqi;aqi;primary_pollutant;customer_tz_createdDateTime
713233;0;1283678;44179354c798205a;35.93;41;970;0;1;1;0;0.01;0;0;69;2023-08-15 3:37:09;4;1;0;0;0;0;4;pm2_5;2023-08-14 20:37:09
713234;0;1283681;4417935aff00388d;35.43;39;965;4;4;6;0;0.01;0;0;60;2023-08-15 3:38:11;17;6;0;0;0;0;17;pm2_5;2023-08-14 20:38:11
713235;0;1283683;44179354c7782e90;36.11;39;967;3;3;4;0;0.01;0;0;65;2023-08-15 3:38:56;13;4;0;0;0;0;13;pm2_5;2023-08-14 20:38:56
713236;0;1283677;4417935b01081c59;35.66;38;967;2;3;3;0;0.01;0;0;66;2023-08-15 3:37:10;13;3;0;0;0;0;13;pm2_5;2023-08-14 20:37:10
713237;0;1283682;4417935b00b83a53;36.41;39;965;1;2;2;12.2;0.01;0;0;72;2023-08-15 3:38:12;8;2;500;0;0;0;500;so2;2023-08-14 20:38:12
713238;0;1283680;4417935af40cae86;35.65;36;981;9;8;12;0;0.01;0;0;67;2023-08-15 3:37:54;33;11;0;0;0;0;33;pm2_5;2023-08-14 20:37:54
713239;0;1283684;4417935af5e4505d;36.22;37;976;5;5;7;0;0.01;0;0;65;2023-08-15 3:39:11;21;6;0;0;0;0;21;pm2_5;2023-08-14 20:39:11
713240;0;1283679;4417935af3d82f50;36.36;39;980;1;2;2;0;0.04;0;0;59;2023-08-15 3:37:26;8;2;0;0;0;0;8;pm2_5;2023-08-14 20:37:26
713241;0;1283695;4417935af3905f62;36.15;37;968;3;3;4;0.1;0.02;0;0;68;2023-08-15 3:46:07;13;4;112;0;0;0;112;so2;2023-08-14 20:46:07
713242;0;1283697;44179354c7c83489;35.43;38;960;1;2;2;0;0.01;0;0;66;2023-08-15 3:47:35;8;2;0;0;0;0;8;pm2_5;2023-08-14 20:47:35
713243;0;1283698;44179354c798205a;35.84;40;970;3;3;4;0;0.01;0;0;69;2023-08-15 3:47:46;13;4;0;0;0;0;13;pm2_5;2023-08-14 20:47:46
713244;0;1283700;4417935aff00388d;35.25;40;964;4;4;6;0;0.01;0;0;54;2023-08-15 3:48:10;17;6;0;0;0;0;17;pm2_5;2023-08-14 20:48:10
713245;0;1283703;44179354c7782e90;35.94;39;967;0;1;1;0;0.01;0;0;64;2023-08-15 3:49:12;4;1;0;0;0;0;4;pm2_5;2023-08-14 20:49:12
713246;0;1283699;4417935b01081c59;35.5;38;966;2;2;3;0;0.01;0;0;66;2023-08-15 3:47:56;8;3;0;0;0;0;8;pm2_5;2023-08-14 20:47:56
713247;0;1283701;4417935b00b83a53;36.15;39;965;8;9;11;12.3;0.01;0;0;79;2023-08-15 3:48:19;38;10;500;0;0;0;500;so2;2023-08-14 20:48:19
713248;0;1283702;4417935af40cae86;35.36;36;981;10;9;13;0;0.01;0;0;63;2023-08-15 3:48:28;38;12;0;0;0;0;38;pm2_5;2023-08-14 20:48:28
713249;0;1283704;4417935af5e4505d;36.26;36;976;22;23;29;0;0.01;0;0;66;2023-08-15 3:49:31;74;27;0;0;0;0;74;pm2_5;2023-08-14 20:49:31
713250;0;1283696;4417935af3d82f50;36.26;39;980;11;9;15;0;0.02;0;0;60;2023-08-15 3:47:31;38;14;0;0;0;0;38;pm2_5;2023-08-14 20:47:31
713251;0;1283715;4417935af3905f62;35.94;38;967;3;4;5;0.1;0.04;0;0;60;2023-08-15 3:56:55;17;5;112;0;0;0;112;so2;2023-08-14 20:56:55
713252;0;1283719;44179354c7c83489;35.33;37;960;3;3;4;0;0.01;0;0;62;2023-08-15 3:58:11;13;4;0;0;0;0;13;pm2_5;2023-08-14 20:58:11
713253;0;1283717;44179354c798205a;35.59;40;970;3;4;5;0;0.01;0;0;70;2023-08-15 3:57:35;17;5;0;0;0;0;17;pm2_5;2023-08-14 20:57:35
713254;0;1283720;4417935aff00388d;35.04;40;964;4;4;6;0;0.01;0;0;54;2023-08-15 3:58:18;17;6;0;0;0;0;17;pm2_5;2023-08-14 20:58:18
713255;0;1283723;44179354c7782e90;35.8;39;967;2;2;3;0;0.01;0;0;61;2023-08-15 3:58:39;8;3;0;0;0;0;8;pm2_5;2023-08-14 20:58:39
713256;0;1283718;4417935b01081c59;35.46;38;966;2;3;3;0;0.01;0;0;67;2023-08-15 3:58:00;13;3;0;0;0;0;13;pm2_5;2023-08-14 20:58:00
713257;0;1283722;4417935b00b83a53;36;39;964;6;4;8;11.8;0.01;0;0;68;2023-08-15 3:58:38;17;7;500;0;0;0;500;so2;2023-08-14 20:58:38
713258;0;1283721;4417935af40cae86;35.05;37;981;2;3;3;0;0.01;0;0;58;2023-08-15 3:58:23;13;3;0;0;0;0;13;pm2_5;2023-08-14 20:58:23
713259;0;1283724;4417935af5e4505d;36.08;37;976;8;7;11;0;0.01;0;0;63;2023-08-15 3:59:29;29;10;0;0;0;0;29;pm2_5;2023-08-14 20:59:29
713260;0;1283716;4417935af3d82f50;36.16;39;980;5;5;7;0;0.04;0;0;63;2023-08-15 3:57:29;21;6;0;0;0;0;21;pm2_5;2023-08-14 20:57:29
713261;0;1283738;4417935af3905f62;35.69;38;967;2;3;3;0.1;0.01;0;0;65;2023-08-15 4:07:38;13;3;112;0;0;0;112;so2;2023-08-14 21:07:38
713262;0;1283735;44179354c7c83489;35.33;37;960;1;2;2;0;0.01;0;0;61;2023-08-15 4:07:21;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:07:21
713263;0;1283740;44179354c798205a;35.5;40;970;3;3;4;0;0.01;0;0;68;2023-08-15 4:08:09;13;4;0;0;0;0;13;pm2_5;2023-08-14 21:08:09
713264;0;1283742;4417935aff00388d;34.83;40;963;9;6;12;0;0.01;0;0;54;2023-08-15 4:08:33;25;11;0;0;0;0;25;pm2_5;2023-08-14 21:08:33
713265;0;1283743;44179354c7782e90;35.66;39;966;3;4;5;0;0.01;0;0;63;2023-08-15 4:08:40;17;5;0;0;0;0;17;pm2_5;2023-08-14 21:08:40
713266;0;1283737;4417935b01081c59;35.36;38;967;2;2;3;0;0.01;0;0;66;2023-08-15 4:07:30;8;3;0;0;0;0;8;pm2_5;2023-08-14 21:07:30
713267;0;1283739;4417935b00b83a53;35.97;37;965;0;1;1;11.4;0.01;0;0;72;2023-08-15 4:07:54;4;1;500;0;0;0;500;so2;2023-08-14 21:07:54
713268;0;1283741;4417935af40cae86;35.09;37;982;3;4;5;0;0.03;0;0;56;2023-08-15 4:08:18;17;5;0;0;0;0;17;pm2_5;2023-08-14 21:08:18
713269;0;1283744;4417935af5e4505d;35.76;38;976;5;6;7;0;0.01;0;0;64;2023-08-15 4:10:08;25;6;0;0;0;0;25;pm2_5;2023-08-14 21:10:08
713270;0;1283736;4417935af3d82f50;36.11;39;980;5;5;7;0;0.04;0;0;77;2023-08-15 4:07:25;21;6;0;0;0;0;21;pm2_5;2023-08-14 21:07:25
713271;0;1283757;4417935af3905f62;35.58;37;967;6;7;9;0;0.02;0;0;65;2023-08-15 4:17:24;29;8;0;0;0;0;29;pm2_5;2023-08-14 21:17:24
713272;0;1283756;44179354c7c83489;35.23;37;960;1;2;2;0;0.01;0;0;61;2023-08-15 4:17:00;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:17:00
713273;0;1283761;44179354c798205a;35.25;40;969;0;1;1;0;0.01;0;0;68;2023-08-15 4:18:12;4;1;0;0;0;0;4;pm2_5;2023-08-14 21:18:12
713274;0;1283763;4417935aff00388d;34.51;40;962;7;6;10;0;0.01;0;0;56;2023-08-15 4:18:45;25;9;0;0;0;0;25;pm2_5;2023-08-14 21:18:45
713275;0;1283760;44179354c7782e90;35.59;39;966;1;2;2;0;0.01;0;0;64;2023-08-15 4:17:59;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:17:59
713276;0;1283762;4417935b01081c59;35.23;38;966;2;3;3;0;0.01;0;0;67;2023-08-15 4:18:15;13;3;0;0;0;0;13;pm2_5;2023-08-14 21:18:15
713277;0;1283758;4417935b00b83a53;35.98;36;965;4;4;6;9.9;0.01;0;0;68;2023-08-15 4:17:43;17;6;500;0;0;0;500;so2;2023-08-14 21:17:43
713278;0;1283759;4417935af40cae86;34.79;36;982;3;3;4;0;0.01;0;0;60;2023-08-15 4:17:46;13;4;0;0;0;0;13;pm2_5;2023-08-14 21:17:46
713279;0;1283764;4417935af5e4505d;35.47;38;976;19;21;25;0;0.01;0;0;68;2023-08-15 4:19:49;70;23;0;0;0;0;70;pm2_5;2023-08-14 21:19:49
713280;0;1283755;4417935af3d82f50;35.89;38;980;13;12;17;0;0.04;0;0;57;2023-08-15 4:16:54;50;16;0;0;0;0;50;pm2_5;2023-08-14 21:16:54
713281;0;1283777;4417935af3905f62;35.54;37;967;3;3;4;0;0.01;0;0;66;2023-08-15 4:27:36;13;4;0;0;0;0;13;pm2_5;2023-08-14 21:27:36
713282;0;1283775;44179354c7c83489;35.15;38;959;1;2;2;0;0.01;0;0;59;2023-08-15 4:26:42;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:26:42
713283;0;1283782;44179354c798205a;34.97;41;968;3;4;5;0;0.01;0;0;71;2023-08-15 4:28:42;17;5;0;0;0;0;17;pm2_5;2023-08-14 21:28:42
713284;0;1283783;4417935aff00388d;34.41;40;962;4;4;6;0;0.01;0;0;55;2023-08-15 4:28:51;17;6;0;0;0;0;17;pm2_5;2023-08-14 21:28:51
713285;0;1283781;44179354c7782e90;35.41;39;965;2;2;3;0;0.01;0;0;59;2023-08-15 4:28:26;8;3;0;0;0;0;8;pm2_5;2023-08-14 21:28:26
713286;0;1283780;4417935b01081c59;35.08;38;966;4;5;6;0;0.01;0;0;65;2023-08-15 4:27:51;21;6;0;0;0;0;21;pm2_5;2023-08-14 21:27:51
713287;0;1283776;4417935b00b83a53;36.04;35;965;3;3;4;9.6;0.01;0;0;67;2023-08-15 4:27:22;13;4;500;0;0;0;500;so2;2023-08-14 21:27:22
713288;0;1283778;4417935af40cae86;34.57;36;981;30;25;40;0;0.01;0;0;56;2023-08-15 4:27:47;78;37;0;0;0;0;78;pm2_5;2023-08-14 21:27:47
713289;0;1283774;4417935af5e4505d;35.41;38;976;6;8;9;0;0.01;0;0;64;2023-08-15 4:24:57;33;8;0;0;0;0;33;pm2_5;2023-08-14 21:24:57
713290;0;1283779;4417935af3d82f50;35.79;38;980;3;4;5;0;0.01;0;0;59;2023-08-15 4:27:48;17;5;0;0;0;0;17;pm2_5;2023-08-14 21:27:48
713291;0;1283798;4417935af3905f62;35.47;38;967;4;5;6;0;0.01;0;0;64;2023-08-15 4:37:49;21;6;0;0;0;0;21;pm2_5;2023-08-14 21:37:49
713292;0;1283796;44179354c7c83489;35.01;38;959;2;3;3;0;0.01;0;0;66;2023-08-15 4:36:45;13;3;0;0;0;0;13;pm2_5;2023-08-14 21:36:45
713293;0;1283802;44179354c798205a;34.98;40;969;1;2;2;0;0.01;0;0;68;2023-08-15 4:38:37;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:38:37
713294;0;1283803;4417935aff00388d;34.22;40;962;16;15;22;0;0.01;0;0;54;2023-08-15 4:39:08;57;20;0;0;0;0;57;pm2_5;2023-08-14 21:39:08
713295;0;1283801;44179354c7782e90;35.28;38;965;1;2;2;0;0.01;0;0;58;2023-08-15 4:38:28;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:38:28
713296;0;1283800;4417935b01081c59;35;39;966;5;5;7;0;0.01;0;0;67;2023-08-15 4:38:22;21;6;0;0;0;0;21;pm2_5;2023-08-14 21:38:22
713297;0;1283795;4417935b00b83a53;35.93;35;965;3;4;5;9.1;0.01;0;0;78;2023-08-15 4:36:37;17;5;500;0;0;0;500;so2;2023-08-14 21:36:37
713298;0;1283797;4417935af40cae86;34.18;36;982;8;7;11;0;0.01;0;0;59;2023-08-15 4:37:25;29;10;0;0;0;0;29;pm2_5;2023-08-14 21:37:25
713299;0;1283794;4417935af5e4505d;35.21;38;976;6;5;8;0;0.01;0;0;62;2023-08-15 4:35:34;21;7;0;0;0;0;21;pm2_5;2023-08-14 21:35:34
713300;0;1283799;4417935af3d82f50;35.71;38;980;3;4;5;0;0.02;0;0;65;2023-08-15 4:38:12;17;5;0;0;0;0;17;pm2_5;2023-08-14 21:38:12
713301;0;1283817;4417935af3905f62;35.36;38;967;3;4;4;0;0.01;0;0;63;2023-08-15 4:47:18;17;4;0;0;0;0;17;pm2_5;2023-08-14 21:47:18
713302;0;1283818;44179354c7c83489;34.8;38;959;3;2;4;0;0.01;0;0;62;2023-08-15 4:47:17;8;4;0;0;0;0;8;pm2_5;2023-08-14 21:47:17
713303;0;1283819;44179354c798205a;34.93;39;968;0;0;0;0;0.01;0;0;72;2023-08-15 4:48:28;0;0;0;0;0;0;0;no2;2023-08-14 21:48:28
713304;0;1283823;4417935aff00388d;34.18;39;962;10;8;13;0;0.01;0;0;56;2023-08-15 4:49:08;33;12;0;0;0;0;33;pm2_5;2023-08-14 21:49:08
713305;0;1283820;44179354c7782e90;35.16;39;965;3;3;5;0;0.01;0;0;59;2023-08-15 4:48:35;13;5;0;0;0;0;13;pm2_5;2023-08-14 21:48:35
713306;0;1283821;4417935b01081c59;34.9;39;966;2;3;3;0;0.01;0;0;67;2023-08-15 4:48:36;13;3;0;0;0;0;13;pm2_5;2023-08-14 21:48:36
713307;0;1283815;4417935b00b83a53;35.65;36;965;3;4;4;9;0.01;0;0;70;2023-08-15 4:46:43;17;4;500;0;0;0;500;so2;2023-08-14 21:46:43
713308;0;1283816;4417935af40cae86;34.22;36;982;3;3;4;0;0.01;0;0;58;2023-08-15 4:46:59;13;4;0;0;0;0;13;pm2_5;2023-08-14 21:46:59
713309;0;1283814;4417935af5e4505d;35.09;37;977;0;1;1;0;0.01;0;0;64;2023-08-15 4:45:40;4;1;0;0;0;0;4;pm2_5;2023-08-14 21:45:40
713310;0;1283822;4417935af3d82f50;35.65;37;981;20;17;27;0;0.02;0;0;63;2023-08-15 4:48:48;61;25;0;0;0;0;61;pm2_5;2023-08-14 21:48:48
713311;0;1283838;4417935af3905f62;35.16;39;966;3;4;4;0.1;0.01;0;0;58;2023-08-15 4:57:22;17;4;112;0;0;0;112;so2;2023-08-14 21:57:22
713312;0;1283837;44179354c7c83489;34.82;37;959;3;5;5;0;0.01;0;0;62;2023-08-15 4:57:12;21;5;0;0;0;0;21;pm2_5;2023-08-14 21:57:12
713313;0;1283839;44179354c798205a;34.84;39;968;1;2;2;0;0.01;0;0;68;2023-08-15 4:58:09;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:58:09
713314;0;1283843;4417935aff00388d;34.12;39;962;5;5;7;0;0.01;0;0;55;2023-08-15 4:59:11;21;6;0;0;0;0;21;pm2_5;2023-08-14 21:59:11
713315;0;1283841;44179354c7782e90;35.09;38;966;2;3;3;0;0.01;0;0;65;2023-08-15 4:58:33;13;3;0;0;0;0;13;pm2_5;2023-08-14 21:58:33
713316;0;1283840;4417935b01081c59;34.72;39;965;3;4;4;0;0.01;0;0;67;2023-08-15 4:58:29;17;4;0;0;0;0;17;pm2_5;2023-08-14 21:58:29
713317;0;1283836;4417935b00b83a53;35.48;36;964;6;4;9;8.8;0.01;0;0;63;2023-08-15 4:57:10;17;8;500;0;0;0;500;so2;2023-08-14 21:57:10
713318;0;1283835;4417935af40cae86;34.15;36;982;1;2;2;0;0.01;0;0;56;2023-08-15 4:57:00;8;2;0;0;0;0;8;pm2_5;2023-08-14 21:57:00
713319;0;1283834;4417935af5e4505d;34.89;36;977;3;4;4;0;0.01;0;0;62;2023-08-15 4:55:43;17;4;0;0;0;0;17;pm2_5;2023-08-14 21:55:43
713320;0;1283842;4417935af3d82f50;35.58;37;981;5;6;7;0;0.02;0;0;57;2023-08-15 4:59:04;25;6;0;0;0;0;25;pm2_5;2023-08-14 21:59:04
713321;0;1283855;4417935af3905f62;35.01;39;966;8;9;11;0.1;0.03;0;0;58;2023-08-15 5:07:13;38;10;112;0;0;0;112;so2;2023-08-14 22:07:13
713322;0;1283856;44179354c7c83489;34.68;38;959;5;5;7;0;0.01;0;0;59;2023-08-15 5:07:14;21;6;0;0;0;0;21;pm2_5;2023-08-14 22:07:14
713323;0;1283859;44179354c798205a;34.72;40;968;3;3;4;0;0.01;0;0;68;2023-08-15 5:07:55;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:07:55
713324;0;1283863;4417935aff00388d;34.03;38;961;19;14;25;0;0.01;0;0;54;2023-08-15 5:09:46;55;23;0;0;0;0;55;pm2_5;2023-08-14 22:09:46
713325;0;1283861;44179354c7782e90;35.04;38;965;9;9;12;0;0.01;0;0;57;2023-08-15 5:08:25;38;11;0;0;0;0;38;pm2_5;2023-08-14 22:08:25
713326;0;1283862;4417935b01081c59;34.51;39;964;1;2;2;0;0.01;0;0;67;2023-08-15 5:08:45;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:08:45
713327;0;1283858;4417935b00b83a53;35.37;35;963;6;5;8;8.2;0.01;0;0;72;2023-08-15 5:07:22;21;7;500;0;0;0;500;so2;2023-08-14 22:07:22
713328;0;1283857;4417935af40cae86;34.08;34;982;1;2;2;0;0.01;0;0;62;2023-08-15 5:07:15;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:07:15
713329;0;1283854;4417935af5e4505d;34.82;35;977;3;3;4;0;0.01;0;0;63;2023-08-15 5:06:30;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:06:30
713330;0;1283860;4417935af3d82f50;35.47;36;981;1;2;2;0;0.06;0;0;58;2023-08-15 5:08:19;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:08:19
713331;0;1283877;4417935af3905f62;34.82;40;965;3;3;4;0.1;0.01;0;0;65;2023-08-15 5:17:32;13;4;112;0;0;0;112;so2;2023-08-14 22:17:32
713332;0;1283878;44179354c7c83489;34.51;37;959;8;7;11;0;0.01;0;0;56;2023-08-15 5:17:48;29;10;0;0;0;0;29;pm2_5;2023-08-14 22:17:48
713333;0;1283879;44179354c798205a;34.29;41;965;1;2;2;0;0.01;0;0;63;2023-08-15 5:18:22;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:18:22
713334;0;1283873;4417935aff00388d;34.03;38;961;9;8;12;0;0.01;0;0;54;2023-08-15 5:15:08;33;11;0;0;0;0;33;pm2_5;2023-08-14 22:15:08
713335;0;1283881;44179354c7782e90;34.87;38;965;4;5;6;0;0.01;0;0;58;2023-08-15 5:18:34;21;6;0;0;0;0;21;pm2_5;2023-08-14 22:18:34
713336;0;1283880;4417935b01081c59;34.44;39;964;1;2;2;0;0.01;0;0;67;2023-08-15 5:18:25;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:18:25
713337;0;1283875;4417935b00b83a53;35.34;34;964;2;2;3;7.7;0.01;0;0;65;2023-08-15 5:16:53;8;3;500;0;0;0;500;so2;2023-08-14 22:16:53
713338;0;1283876;4417935af40cae86;34.04;35;982;18;20;24;0;0.01;0;0;57;2023-08-15 5:17:17;68;22;0;0;0;0;68;pm2_5;2023-08-14 22:17:17
713339;0;1283874;4417935af5e4505d;34.79;34;977;4;6;6;0;0.01;0;0;63;2023-08-15 5:16:48;25;6;0;0;0;0;25;pm2_5;2023-08-14 22:16:48
713340;0;1283882;4417935af3d82f50;35.4;35;981;5;5;7;0;0.01;0;0;56;2023-08-15 5:18:55;21;6;0;0;0;0;21;pm2_5;2023-08-14 22:18:55
713341;0;1283894;4417935af3905f62;34.62;40;965;3;5;5;0;0.03;0;0;60;2023-08-15 5:26:47;21;5;0;0;0;0;21;pm2_5;2023-08-14 22:26:47
713342;0;1283898;44179354c7c83489;34.46;37;958;16;12;21;0;0.01;0;0;60;2023-08-15 5:27:45;50;19;0;0;0;0;50;pm2_5;2023-08-14 22:27:45
713343;0;1283900;44179354c798205a;33.93;42;964;3;4;4;0;0.01;0;0;62;2023-08-15 5:28:16;17;4;0;0;0;0;17;pm2_5;2023-08-14 22:28:16
713344;0;1283893;4417935aff00388d;33.93;38;961;16;12;22;0;0.01;0;0;58;2023-08-15 5:25:47;50;20;0;0;0;0;50;pm2_5;2023-08-14 22:25:47
713345;0;1283899;44179354c7782e90;34.75;37;964;3;3;4;0;0.01;0;0;67;2023-08-15 5:28:07;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:28:07
713346;0;1283901;4417935b01081c59;34.29;39;964;3;4;4;0;0.01;0;0;67;2023-08-15 5:28:32;17;4;0;0;0;0;17;pm2_5;2023-08-14 22:28:32
713347;0;1283896;4417935b00b83a53;35.55;33;964;6;4;9;7.2;0.01;0;0;66;2023-08-15 5:27:18;17;8;500;0;0;0;500;so2;2023-08-14 22:27:18
713348;0;1283897;4417935af40cae86;34.4;34;982;0;1;1;0;0.01;0;0;57;2023-08-15 5:27:31;4;1;0;0;0;0;4;pm2_5;2023-08-14 22:27:31
713349;0;1283895;4417935af5e4505d;34.68;34;977;3;3;5;0;0.01;0;0;63;2023-08-15 5:27:06;13;5;0;0;0;0;13;pm2_5;2023-08-14 22:27:06
713350;0;1283902;4417935af3d82f50;35.21;36;981;9;8;12;0;0.01;0;0;64;2023-08-15 5:29:40;33;11;0;0;0;0;33;pm2_5;2023-08-14 22:29:40
713351;0;1283914;4417935af3905f62;34.46;41;964;3;4;5;0;0.04;0;0;64;2023-08-15 5:36:46;17;5;0;0;0;0;17;pm2_5;2023-08-14 22:36:46
713352;0;1283918;44179354c7c83489;34.21;38;958;7;7;10;0;0.01;0;0;61;2023-08-15 5:37:51;29;9;0;0;0;0;29;pm2_5;2023-08-14 22:37:51
713353;0;1283920;44179354c798205a;33.62;43;963;3;3;4;0;0.01;0;0;63;2023-08-15 5:38:02;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:38:02
713354;0;1283913;4417935aff00388d;33.78;38;960;3;2;4;0;0.01;0;0;54;2023-08-15 5:35:41;8;4;0;0;0;0;8;pm2_5;2023-08-14 22:35:41
713355;0;1283919;44179354c7782e90;34.66;36;964;1;2;2;0;0.01;0;0;60;2023-08-15 5:37:56;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:37:56
713356;0;1283921;4417935b01081c59;34.15;39;964;1;2;2;0;0.01;0;0;66;2023-08-15 5:38:49;8;2;0;0;0;0;8;pm2_5;2023-08-14 22:38:49
713357;0;1283916;4417935b00b83a53;35.46;34;964;5;5;7;7;0.01;0;0;74;2023-08-15 5:37:30;21;6;500;0;0;0;500;so2;2023-08-14 22:37:30
713358;0;1283917;4417935af40cae86;33.87;34;982;0;1;1;0;0.02;0;0;57;2023-08-15 5:37:43;4;1;0;0;0;0;4;pm2_5;2023-08-14 22:37:43
713359;0;1283915;4417935af5e4505d;34.51;34;977;9;7;12;0;0.01;0;0;68;2023-08-15 5:37:08;29;11;0;0;0;0;29;pm2_5;2023-08-14 22:37:08
713360;0;1283912;4417935af3d82f50;35.03;36;981;3;3;4;0;0.04;0;0;63;2023-08-15 5:34:59;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:34:59
713361;0;1283936;4417935af3905f62;34.26;41;963;5;5;7;0;0.01;0;0;62;2023-08-15 5:46:58;21;6;0;0;0;0;21;pm2_5;2023-08-14 22:46:58
713362;0;1283938;44179354c7c83489;34.09;38;957;3;4;5;0;0.01;0;0;56;2023-08-15 5:47:59;17;5;0;0;0;0;17;pm2_5;2023-08-14 22:47:59
713363;0;1283939;44179354c798205a;33.35;44;962;0;1;1;0;0.01;0;0;65;2023-08-15 5:48:01;4;1;0;0;0;0;4;pm2_5;2023-08-14 22:48:01
713364;0;1283942;4417935aff00388d;33.21;38;959;3;4;4;0;0.01;0;0;54;2023-08-15 5:50:02;17;4;0;0;0;0;17;pm2_5;2023-08-14 22:50:02
713365;0;1283937;44179354c7782e90;34.61;37;964;3;3;4;0;0.01;0;0;58;2023-08-15 5:47:51;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:47:51
713366;0;1283941;4417935b01081c59;34.07;38;963;2;4;4;0;0.01;0;0;64;2023-08-15 5:49:12;17;4;0;0;0;0;17;pm2_5;2023-08-14 22:49:12
713367;0;1283935;4417935b00b83a53;35.12;34;962;3;4;5;7.1;0.01;0;0;70;2023-08-15 5:46:44;17;5;500;0;0;0;500;so2;2023-08-14 22:46:44
713368;0;1283940;4417935af40cae86;33.53;34;982;3;3;5;0;0.01;0;0;54;2023-08-15 5:48:14;13;5;0;0;0;0;13;pm2_5;2023-08-14 22:48:14
713369;0;1283934;4417935af5e4505d;34.3;34;977;2;3;3;0;0.01;0;0;64;2023-08-15 5:46:41;13;3;0;0;0;0;13;pm2_5;2023-08-14 22:46:41
713370;0;1283933;4417935af3d82f50;34.72;36;981;5;9;10;0;0.04;0;0;59;2023-08-15 5:45:17;38;9;0;0;0;0;38;pm2_5;2023-08-14 22:45:17
713371;0;1283956;4417935af3905f62;34.04;41;963;4;4;6;0;0.01;0;0;58;2023-08-15 5:57:23;17;6;0;0;0;0;17;pm2_5;2023-08-14 22:57:23
713372;0;1283959;44179354c7c83489;33.98;38;957;7;6;10;0;0.01;0;0;56;2023-08-15 5:58:16;25;9;0;0;0;0;25;pm2_5;2023-08-14 22:58:16
713373;0;1283957;44179354c798205a;33.03;45;962;3;3;4;0;0.01;0;0;75;2023-08-15 5:57:36;13;4;0;0;0;0;13;pm2_5;2023-08-14 22:57:36
713374;0;1283962;4417935aff00388d;33;38;958;6;5;7;0;0.01;0;0;66;2023-08-15 5:59:33;21;6;0;0;0;0;21;pm2_5;2023-08-14 22:59:33
713375;0;1283958;44179354c7782e90;34.4;39;963;5;4;7;0;0.01;0;0;61;2023-08-15 5:57:51;17;6;0;0;0;0;17;pm2_5;2023-08-14 22:57:51
713376;0;1283960;4417935b01081c59;34.07;38;963;2;3;3;0;0.01;0;0;66;2023-08-15 5:58:43;13;3;0;0;0;0;13;pm2_5;2023-08-14 22:58:43
713377;0;1283955;4417935b00b83a53;34.94;35;962;8;8;11;7;0.01;0;0;65;2023-08-15 5:56:58;33;10;500;0;0;0;500;so2;2023-08-14 22:56:58
713378;0;1283961;4417935af40cae86;33.52;35;982;2;3;3;0;0.02;0;0;52;2023-08-15 5:58:56;13;3;0;0;0;0;13;pm2_5;2023-08-14 22:58:56
713379;0;1283954;4417935af5e4505d;34.01;35;977;5;4;7;0;0.01;0;0;64;2023-08-15 5:56:43;17;6;0;0;0;0;17;pm2_5;2023-08-14 22:56:43
713380;0;1283953;4417935af3d82f50;34.73;36;981;6;7;9;0;0.01;0;0;61;2023-08-15 5:55:49;29;8;0;0;0;0;29;pm2_5;2023-08-14 22:55:49
713381;0;1283976;4417935af3905f62;33.96;42;963;3;3;4;0;0.02;0;0;59;2023-08-15 6:07:59;13;4;0;0;0;0;13;pm2_5;2023-08-14 23:07:59
713382;0;1283978;44179354c7c83489;33.91;38;957;23;15;30;0;0.01;0;0;56;2023-08-15 6:08:14;57;28;0;0;0;0;57;pm2_5;2023-08-14 23:08:14
713383;0;1283979;44179354c798205a;33.03;46;962;3;4;5;0;0.01;0;0;65;2023-08-15 6:08:17;17;5;0;0;0;0;17;pm2_5;2023-08-14 23:08:17
713384;0;1283981;4417935aff00388d;32.89;39;957;4;5;6;0;0.01;0;0;54;2023-08-15 6:09:03;21;6;0;0;0;0;21;pm2_5;2023-08-14 23:09:03
713385;0;1283977;44179354c7782e90;34.15;39;963;5;5;5;0;0.01;0;0;60;2023-08-15 6:08:13;21;5;0;0;0;0;21;pm2_5;2023-08-14 23:08:13
713386;0;1283980;4417935b01081c59;34.04;37;963;0;1;1;0;0.01;0;0;66;2023-08-15 6:08:46;4;1;0;0;0;0;4;pm2_5;2023-08-14 23:08:46
